"","ENTREZID","SYMBOL"
"11398","69270","Gins1"
"11399","78715","D530015H24Rik"
"11400","71205","4933431M02Rik"
"11401","56524","Pals2"
"11402","15395","Hoxa10"
"11403","109314","Prr9"
"11404","12231","Btn1a1"
"11405","545693","Gm13043"
"11406","18476","Pafah1b3"
"11407","54387","Mcm3ap"
"11408","17339","Mip"
"11409","67283","Slc25a19"
"11410","545030","Wdfy4"
"11411","74192","Arpc5l"
"11412","104570","Ppp4r3b"
"11413","18670","Abcb4"
"11414","214804","Syde2"
"11415","320244","Ttll5"
"11416","66938","Sh3d21"
"11417","71584","Gdpd2"
"11418","69162","Sec31a"
"11419","76252","Atp6v0e2"
"11420","117197","Bloc1s4"
"11421","66109","Tspan13"
"11422","209047","Gipc3"
"11423","23829","C1ql1"
"11424","70376","1700026H06Rik"
"11425","78177","Ninl"
"11426","66235","Eif1ax"
"11427","232023","Vopp1"
"11428","16421","Itgb7"
"11429","14628","Ostm1"
"11430","17344","Pias2"
"11431","320376","Bcorl1"
"11432","219105","Zmym5"
"11433","234796","Klhl36"
"11434","22229","Ucp3"
"11435","70028","Dop1b"
"11436","20306","Ccl7"
"11437","19349","Rab7"
"11438","58175","Rgs20"
"11439","231885","Gm4871"
"11440","71803","Slc25a18"
"11441","230674","Kdm4a"
"11442","193838","Eme2"
"11443","70605","Zdhhc24"
"11444","56093","Pfpl"
"11445","56735","Krt71"
"11446","633285","Rbm46"
"11447","16192","Il5ra"
"11448","16142","Iglv1"
"11449","57441","Gmnn"
"11450","59026","Huwe1"
"11451","14527","Gcgr"
"11452","19143","St14"
"11453","66211","Rpl3l"
"11454","20907","Stx1a"
"11455","18799","Plcd1"
"11456","97373","C79709"
"11457","75120","4930509E22Rik"
"11458","105244012","Gm37125"
"11459","69371","Smco2"
"11460","56772","Mllt11"
"11461","76094","5830474E16Rik"
"11462","76117","Arhgap15"
"11463","320234","Ccdc66"
"11464","108167464","4930570E01Rik"
"11465","67885","Mtln"
"11466","15944","Irgm1"
"11467","102436","Lars2"
"11468","209354","Eif2b1"
"11469","67929","Ccdc70"
"11470","12727","Clcn4"
"11471","216345","Zfc3h1"
"11472","97402","Misfadt"
"11473","381921","Taok2"
"11474","113854","Vmn1r44"
"11475","20449","St8sia1"
"11476","78685","B430105A11Rik"
"11477","68916","Cdkal1"
"11478","414085","9330151L19Rik"
"11479","11842","Arf3"
"11480","75396","Spp2"
"11481","192653","Ttc36"
"11482","56876","Nsmf"
"11483","16627","Klra1"
"11484","67938","Myl12b"
"11485","110599566","Eef1akmt4"
"11486","101359","Prrt4"
"11487","67811","Poldip2"
"11488","213262","Fstl5"
"11489","22768","Zfy2"
"11490","235439","Herc1"
"11491","94044","Bcl2l13"
"11492","68861","Dipk2a"
"11493","17180","Matn1"
"11494","207965","Vcpkmt"
"11495","320111","Prr18"
"11496","21873","Tjp2"
"11497","13798","En1"
"11498","50783","Lsm4"
"11499","13645","Egf"
"11500","13117","Cyp4a10"
"11501","53620","Vamp5"
"11502","80289","Lysmd3"
"11503","74549","Mau2"
"11504","18577","Pde4a"
"11505","51788","H2az1"
"11506","67859","Cysrt1"
"11507","229277","Stoml3"
"11508","110596","Arhgef28"
"11509","27418","Mkln1"
"11510","30946","Abt1"
"11511","214058","Megf11"
"11512","11423","Ache"
"11513","18121","Nog"
"11514","18975","Polg"
"11515","14562","Gdf3"
"11516","67493","Mettl16"
"11517","52009","Jpt2"
"11518","214345","Lrrc1"
"11519","83554","Fstl3"
"11520","116837","Rims1"
"11521","13108","Cyp2g1"
"11522","381489","Rxfp1"
"11523","27360","Add3"
"11524","14159","Fes"
"11525","18826","Lcp1"
"11526","170935","Grid2ip"
"11527","14281","Fos"
"11528","269695","Rnft2"
"11529","50524","Sall2"
"11530","18596","Pdgfrb"
"11531","107250","Kazald1"
"11532","105301","AU042410"
"11533","75794","4930444K16Rik"
"11534","18386","Oprd1"
"11535","18242","Oat"
"11536","270669","Mbtps2"
"11537","67728","Dph2"
"11538","12835","Col6a3"
"11539","97618","C87122"
"11540","71947","Tmem94"
"11541","77426","9430099H24Rik"
"11542","109299","Tmem250"
"11543","18203","Ntan1"
"11544","381022","Kmt2d"
"11545","212670","Catsper2"
"11546","382207","Jade3"
"11547","113846","Vmn1r47"
"11548","68214","Gsto2"
"11549","102636518","Gm33560"
"11550","319766","5330409N07Rik"
"11551","18546","Pcp4"
"11552","17195","Mbl2"
"11553","75183","4930535F04Rik"
"11554","78276","5330433J24Rik"
"11555","69665","Upk3bl"
"11556","407785","Ndufs6"
"11557","18951","Septin5"
"11558","76455","2310067E19Rik"
"11559","381650","Thap6"
"11560","93883","Pcdhb12"
"11561","17095","Lyl1"
"11562","30957","Mapk8ip3"
"11563","103409","AW046457"
"11564","11541","Adora2b"
"11565","56795","Arl10"
"11566","268663","Cdhr2"
"11567","217558","G2e3"
"11568","19201","Pstpip2"
"11569","56401","P3h1"
"11570","23989","Med24"
"11571","14894","Cfap20"
"11572","208968","Zfp280c"
"11573","17274","Rab8a"
"11574","11652","Akt2"
"11575","11639","Ak4"
"11576","20410","Sorbs3"
"11577","116873","Stim2"
"11578","56198","Heyl"
"11579","21991","Tpi1"
"11580","22173","Tyr"
"11581","22348","Slc32a1"
"11582","224129","Adcy5"
"11583","68427","Slc39a13"
"11584","11951","Atp5mc1"
"11585","668740","Mettl4-ps1"
"11586","13010","Cst3"
"11587","12630","Cfi"
"11588","209773","Dennd2a"
"11589","56615","Mgst1"
"11590","14864","Gstm3"
"11591","235169","Foxred1"
"11592","77125","Il33"
"11593","269328","Muc15"
"11594","72397","Rbm12b1"
"11595","14433","Gapdh"
"11596","69396","1700018F24Rik"
"11597","102533","AI465300"
"11598","18194","Nsdhl"
"11599","72244","1600014C10Rik"
"11600","100502602","Gm19277"
"11601","70523","5730420D15Rik"
"11602","13869","Erbb4"
"11603","67367","Paxbp1"
"11604","72767","2810427A07Rik"
"11605","225432","Rbm27"
"11606","319457","C130045F17Rik"
"11607","100040353","2810416G20Rik"
"11608","23808","Ash2l"
"11609","16002","Igf2"
"11610","243755","Slc13a4"
"11611","67169","Nradd"
"11612","11655","Alas1"
"11613","66925","Sdhd"
"11614","78523","Mrpl9"
"11615","17286","Meox2"
"11616","70814","4921506L19Rik"
"11617","105418","E330034G19Rik"
"11618","100201","Tmem64"
"11619","241520","Fam171b"
"11620","73078","Pmpcb"
"11621","16971","Lrp1"
"11622","232934","Mypop"
"11623","72018","Fundc1"
"11624","225115","Svil"
"11625","71967","Mageb16"
"11626","207920","Esrp1"
"11627","106201","AI428301"
"11628","66789","Alg14"
"11629","382035","Pabpn1l"
"11630","19646","Rbbp4"
"11631","319675","Cep295"
"11632","14352","Fv4"
"11633","102635985","Gm11269"
"11634","71301","4930593A02Rik"
"11635","22362","Vpreb1a"
"11636","22296","Vmn1r51"
"11637","107951","Cdk9"
"11638","13480","Dpm1"
"11639","12857","Cox4i1"
"11640","74647","4930432O09Rik"
"11641","66248","Alg5"
"11642","70785","Dennd1c"
"11643","216644","D130052B06Rik"
"11644","100038572","Gm12000"
"11645","12960","Crybb1"
"11646","245595","Zfp711"
"11647","12017","Bag1"
"11648","78421","9530046B11Rik"
"11649","68460","Dhrs7c"
"11650","14149","Fdxr"
"11651","59033","Slc4a8"
"11652","68404","Nrn1"
"11653","14600","Ghr"
"11654","102632778","6530403G13Rik"
"11655","224624","Rab40c"
"11656","668166","Zxdb"
"11657","19826","Rnps1"
"11658","226101","Myof"
"11659","115487162","1700023A20Rik"
"11660","69577","Fastkd3"
"11661","67343","Spmip10"
"11662","106025","Sharpin"
"11663","11924","Neurog2"
"11664","140482","Zfp358"
"11665","73332","Ccdc30"
"11666","53614","Reck"
"11667","56036","Ccnl2"
"11668","68089","Arpc4"
"11669","68966","Ngdn"
"11670","319317","Snhg11"
"11671","67336","1700054K19Rik"
"11672","93971","Klra19"
"11673","96891","C79246"
"11674","77599","5830420C07Rik"
"11675","217707","Coq6"
"11676","213469","Lgi3"
"11677","12702","Socs3"
"11678","210719","Mkx"
"11679","56492","Cldn18"
"11680","76183","Celf6"
"11681","68241","Mcrip2"
"11682","56188","Fxyd1"
"11683","16650","Kpna6"
"11684","360013","Myo18a"
"11685","215274","Il1f10"
"11686","52179","D9Ertd256e"
"11687","230775","Adgrb2"
"11688","19309","Pygm"
"11689","67289","3110021A11Rik"
"11690","67874","Rprm"
"11691","622307","Albfm1"
"11692","71003","Prss41"
"11693","72792","2810459M11Rik"
"11694","77918","Krtap19-3"
"11695","20529","Slc31a1"
"11696","319545","D430020J02Rik"
"11697","78609","Cstdc1"
"11698","75593","Malsu1"
"11699","213436","Rtl3"
"11700","66431","Oxld1"
"11701","67025","Rpl11"
"11702","14399","Gabra6"
"11703","15953","Ifi47"
"11704","67432","Hoga1"
"11705","97726","C80165"
"11706","17846","Commd1"
"11707","18639","Pfkfb1"
"11708","18073","Nid1"
"11709","69841","2010002M09Rik"
"11710","11628","Aicda"
"11711","170738","Kcnh7"
"11712","72344","Usp36"
"11713","18782","Pla2g2d"
"11714","27632","Nelfe"
"11715","16848","Lfng"
"11716","52336","D5Ertd525e"
"11717","319655","Podxl2"
"11718","58193","Extl2"
"11719","14534","Kat2a"
"11720","208908","Ccdc62"
"11721","69169","Fcmr"
"11722","66824","Pycard"
"11723","17480","Mpl"
"11724","66111","Tmed3"
"11725","320678","Iffo1"
"11726","107895","Mgat5"
"11727","100040882","1700017G19Rik"
"11728","240332","Slc6a7"
"11729","14814","Grin2d"
"11730","110382","C8b"
"11731","50774","Krtap5-1"
"11732","59093","Pcbp3"
"11733","56742","Psrc1"
"11734","75686","Nudt16"
"11735","78268","5330423I11Rik"
"11736","77878","6030440G07Rik"
"11737","23849","Klf6"
"11738","74155","Errfi1"
"11739","17939","Naga"
"11740","52574","D11Ertd326e"
"11741","259301","Leap2"
"11742","72388","Ripk4"
"11743","494468","Armcx5"
"11744","56017","Slc2a8"
"11745","67797","Snrnp48"
"11746","73626","1810009J06Rik"
"11747","233895","Prr14"
"11748","235504","Slc17a5"
"11749","16333","Ins1"
"11750","18291","Nobox"
"11751","110094","Phka2"
"11752","26572","Cops3"
"11753","214048","Larp1b"
"11754","16407","Itgae"
"11755","15369","Hmox2"
"11756","50874","Tmod4"
"11757","71989","Rpusd4"
"11758","23920","Insrr"
"11759","67937","Tmem59l"
"11760","223254","Farp1"
"11761","66863","Lztr1"
"11762","16651","Sspn"
"11763","66732","Ccdc202"
"11764","226976","Kansl3"
"11765","434778","Ccdc160"
"11766","12868","Cox8a"
"11767","24001","Tiam2"
"11768","171166","Mcoln3"
"11769","76531","2600001M11Rik"
"11770","100727","Ugt2b34"
"11771","208595","Mterf1b"
"11772","18130","Ints6"
"11773","66632","Dph6"
"11774","76142","Ppp1r14c"
"11775","20533","Slc4a1"
"11776","103333","AU014973"
"11777","433940","Fam222a"
"11778","18675","Phex"
"11779","26560","Krtap15-1"
"11780","80733","Car15"
"11781","330503","Gm5113"
"11782","14248","Flii"
"11783","11933","Atp1b3"
"11784","16814","Lbx1"
"11785","100038748","Gm10700"
"11786","77113","Klhl2"
"11787","56335","Mettl3"
"11788","68778","Gucd1"
"11789","67419","Armh4"
"11790","74434","Sohlh2"
"11791","67870","Enoph1"
"11792","449521","Zfp213"
"11793","71279","Slc29a3"
"11794","14344","Fut2"
"11795","236920","Stard8"
"11796","63830","Kcnq1ot1"
"11797","69573","Hilpda"
"11798","76606","Llcfc1"
"11799","14160","Lgr5"
"11800","231386","Ythdc1"
"11801","101202","Hepacam2"
"11802","78643","1700129O19Rik"
"11803","12962","Crybb3"
"11804","406218","Panx2"
"11805","15360","Hmgcs2"
"11806","70240","Ufsp1"
"11807","75822","4930524C18Rik"
"11808","17064","Cd93"
"11809","56861","Or5p57"
"11810","94179","Krt23"
"11811","269389","Tox2"
"11812","14431","Gamt"
"11813","66196","Myo19"
"11814","230514","Leprot"
"11815","12268","C4b"
"11816","230596","Prpf38a"
"11817","98417","Cnih4"
"11818","78779","Spata2l"
"11819","20516","Slc20a2"
"11820","319448","Fndc3a"
"11821","16538","Kcns1"
"11822","26564","Ror2"
"11823","66989","Kctd20"
"11824","54156","Egfl6"
"11825","15284","Hlx"
"11826","108138","Xrcc4"
"11827","666048","Trabd2b"
"11828","105243774","Gm39559"
"11829","227644","Snapc4"
"11830","100303741","Gm10308"
"11831","235036","Ppan"
"11832","331046","Tgm4"
"11833","269994","Gsg1l"
"11834","69325","1700012B09Rik"
"11835","208760","Aqp12"
"11836","245537","Nlgn3"
"11837","70580","5730478J17Rik"
"11838","18781","Pla2g2c"
"11839","227638","Qsox2"
"11840","66556","Drap1"
"11841","20397","Sgpl1"
"11842","83762","Otof"
"11843","216363","Rab3ip"
"11844","67533","Ppfibp1"
"11845","18542","Pcolce"
"11846","20315","Cxcl12"
"11847","68672","1110035E04Rik"
"11848","11775","Ap3b2"
"11849","24109","Ubl3"
"11850","18769","Pkig"
"11851","218693","Paip1"
"11852","108735","Sft2d2"
"11853","13356","Dgcr2"
"11854","234311","Ddx60"
"11855","53881","Slc5a3"
"11856","170755","Sgk3"
"11857","21838","Thy1"
"11858","13867","Erbb3"
"11859","238271","Kcnh5"
"11860","110350","Dync2h1"
"11861","77646","C030043A13Rik"
"11862","98578","AU022804"
"11863","78670","Plekhj1"
"11864","102640241","4921532D01Rik"
"11865","20737","Spn"
"11866","12343","Capza2"
"11867","269587","Epb41"
"11868","15965","Ifna2"
"11869","71054","Ppp2r2cos"
"11870","75917","4930572C08Rik"
"11871","67181","Ctdnep1"
"11872","69788","1600023N17Rik"
"11873","75773","Adad2"
"11874","11774","Ap3b1"
"11875","30044","Opn4"
"11876","26936","Mprip"
"11877","14766","Adgrg1"
"11878","73126","3110038A09Rik"
"11879","73910","Arhgap18"
"11880","22166","Txn1"
"11881","12442","Ccnb2"
"11882","619288","Garin4"
"11883","70769","Nolc1"
"11884","23879","Fxr2"
"11885","100041979","Gm3604"
"11886","98496","Pid1"
"11887","219114","Ska3"
"11888","69597","Afg3l2"
"11889","231637","Ssh1"
"11890","72881","Zdhhc4"
"11891","71764","C2cd2l"
"11892","215951","Afg1l"
"11893","11950","Atp5pb"
"11894","224024","Scarf2"
"11895","12238","Commd3"
"11896","68055","Dmac2l"
"11897","18515","Pbx2"
"11898","69772","Bdh2"
"11899","276829","Smtnl2"
"11900","12965","Crygb"
"11901","14265","Fmr1"
"11902","56738","Mocs1"
"11903","67041","Oxct1"
"11904","66618","Snrnp27"
"11905","102226","AU020147"
"11906","79555","BC005537"
"11907","15267","H2ac18"
"11908","223978","Cpped1"
"11909","66841","Etfdh"
"11910","244310","Dlgap2"
"11911","73814","4930403O15Rik"
"11912","20913","Stxbp4"
"11913","11931","Atp1b1"
"11914","66665","Msantd3"
"11915","70893","Glb1l3"
"11916","52511","D18Ertd201e"
"11917","15930","Ido1"
"11918","378954","3000002C10Rik"
"11919","81909","Zfpl1"
"11920","236219","Tcstv3"
"11921","69391","1700018A14Rik"
"11922","11937","Atp2a1"
"11923","71718","Telo2"
"11924","13861","Epx"
"11925","68045","Rtraf"
"11926","228361","Ambra1"
"11927","100125933","2310075K07Rik"
"11928","68240","Rpa3"
"11929","230866","Emc1"
"11930","233871","Atxn2l"
"11931","67618","Aasdhppt"
"11932","26408","Map3k5"
"11933","18569","Pdcd4"
"11934","68227","1700082C02Rik"
"11935","74475","4933431K23Rik"
"11936","105243654","LOC105243654"
"11937","52383","D1Ertd646e"
"11938","226016","Abhd17b"
"11939","93673","Nat8f2"
"11940","106484","AA409289"
"11941","74460","Gsdmcl-ps"
"11942","52423","D8Ertd620e"
"11943","74296","1700093J21Rik"
"11944","214084","Slc18a2"
"11945","14943","Gzmf"
"11946","107522","Ece2"
"11947","68298","Ncapd2"
"11948","56184","Msgn1"
"11949","70097","Sash1"
"11950","52196","D7Ertd187e"
"11951","14071","F9"
"11952","218461","Pde8b"
"11953","380795","Ighg3"
"11954","109901","Cela1"
"11955","13076","Cyp1a1"
"11956","22117","Tst"
"11957","66671","Ccnh"
"11958","75827","4930542N06Rik"
"11959","113858","Vmn1r10"
"11960","170767","Rfxap"
"11961","666145","Armh2"
"11962","102632821","Gm13778"
"11963","66578","Mis18a"
"11964","69125","Cnot8"
"11965","18766","Pkdrej"
"11966","27267","Cars1"
"11967","209387","Trim30d"
"11968","67648","4930542C12Rik"
"11969","240476","Zfp407"
"11970","74083","4933411K05Rik"
"11971","246316","Lgi2"
"11972","245622","Fam199x"
"11973","23801","Aloxe3"
"11974","76949","2810404I24Rik"
"11975","629750","Gm11517"
"11976","29862","Ninj2"
"11977","14087","Fanca"
"11978","11737","Anp32a"
"11979","67270","Mrpl42"
"11980","72502","Cwf19l1"
"11981","18822","Plod1"
"11982","68080","Gpn3"
"11983","20975","Synj2"
"11984","54388","H1f9"
"11985","17252","Rdh11"
"11986","93746","Gprc5d"
"11987","74002","Psd2"
"11988","17436","Me1"
"11989","73230","Bmper"
"11990","432777","Eprn"
"11991","22761","Zfpm1"
"11992","14227","Fkbp2"
"11993","243833","Zfp128"
"11994","102639752","Gm15241"
"11995","75383","4930599N24Rik"
"11996","19047","Ppp1cc"
"11997","12774","Ccr5"
"11998","12352","Car5a"
"11999","21941","Tnfrsf8"
"12000","108017","Fxyd4"
"12001","57426","Scgb1b2"
"12002","20611","Ssty1"
"12003","66197","Cks2"
"12004","244329","Mcph1"
"12005","99801","AU021001"
"12006","100039855","Gm2461"
"12007","76047","5830433M15Rik"
"12008","56525","Zfp235"
"12009","73266","Speer6-ps1"
"12010","268301","Sowahc"
"12011","402734","C730036E19Rik"
"12012","101685","Spty2d1"
"12013","17229","Tpsb2"
"12014","14468","Gbp2b"
"12015","106862","AA763521"
"12016","269536","Tex10"
"12017","320027","Fstl4"
"12018","209224","Enox2"
"12019","12870","Cp"
"12020","103135","Pan2"
"12021","14060","F13b"
"12022","80797","Clca3a2"
"12023","20318","Sdf4"
"12024","15557","Htr1f"
"12025","67064","Chmp1b"
"12026","208643","Eif4g1"
"12027","15486","Hsd17b2"
"12028","20438","Siah1b"
"12029","12365","Casp14"
"12030","12527","Cd9"
"12031","17356","Afdn"
"12032","13367","Diaph1"
"12033","237082","Nxt2"
"12034","319654","6430537I21Rik"
"12035","67300","Cltc"
"12036","72151","Rfc5"
"12037","13433","Dnmt1"
"12038","100043315","LOC100043315"
"12039","66050","Trappc2b"
"12040","107047","Psmg2"
"12041","21899","Tlr6"
"12042","20371","Foxp3"
"12043","66830","Nacc1"
"12044","217843","Unc79"
"12045","70796","Zdhhc1"
"12046","102631735","A630039O03Rik"
"12047","67155","Smarca2"
"12048","105689","Mycbp2"
"12049","76942","Lypd5"
"12050","20355","Sema4f"
"12051","105243925","Gm28777"
"12052","94223","Dgcr8"
"12053","16993","Lta4h"
"12054","102640771","Gm15848"
"12055","208079","A530053G22Rik"
"12056","56350","Arl3"
"12057","76755","2310045N14Rik"
"12058","69388","Fam236c"
"12059","241322","Zbtb6"
"12060","17979","Ncoa3"
"12061","18813","Pa2g4"
"12062","18131","Notch3"
"12063","58217","Trem1"
"12064","380907","Gm5142"
"12065","108099","Prkag2"
"12066","237911","Brip1"
"12067","11451","Acrv1"
"12068","235386","Hykk"
"12069","20190","Ryr1"
"12070","77771","Csrnp3"
"12071","54446","Nfat5"
"12072","67161","Sclt1"
"12073","15193","Hdgfl2"
"12074","74186","Ccdc3"
"12075","326618","Tpm4"
"12076","78830","Slc25a12"
"12077","56095","Ftsj3"
"12078","12622","Cer1"
"12079","97670","D17892"
"12080","12722","Clca3a1"
"12081","234463","Tmem184c"
"12082","20977","Syp"
"12083","77245","9330199C07Rik"
"12084","236930","Ercc6l"
"12085","16150","Ikbkb"
"12086","328235","Gm5083"
"12087","105245866","4930594M22Rik"
"12088","246317","Neto1"
"12089","192156","Mvd"
"12090","68184","Denr"
"12091","231712","Trafd1"
"12092","328845","Acsbg2"
"12093","16780","Lamb3"
"12094","17843","Mup4"
"12095","100504121","Med9os"
"12096","240215","Slc4a9"
"12097","69051","Pycr2"
"12098","12054","Bcl7b"
"12099","80886","Senp3"
"12100","68337","Crip2"
"12101","75797","4930435N07Rik"
"12102","20807","Srf"
"12103","217935","Dync2i1"
"12104","107035","Fbxo38"
"12105","27414","Sergef"
"12106","93840","Vangl2"
"12107","18022","Nfe2"
"12108","14701","Gng12"
"12109","75855","4930579H20Rik"
"12110","24113","Vax2"
"12111","74351","Ddx23"
"12112","246229","Bivm"
"12113","667572","Gm8709"
"12114","100038489","Apela"
"12115","13447","Doc2b"
"12116","70299","2610012C04Rik"
"12117","75829","Pramex1"
"12118","102636844","Gm16049"
"12119","100049162","BC001981"
"12120","140629","Ubox5"
"12121","18588","Pde6g"
"12122","69099","1810009N02Rik"
"12123","234267","Gpm6a"
"12124","108121","U2af1"
"12125","94064","Mrpl27"
"12126","229615","Pias3"
"12127","56174","Nagk"
"12128","93885","Pcdhb14"
"12129","216705","Clint1"
"12130","12495","Entpd1"
"12131","21934","Tnfrsf11a"
"12132","14778","Gpx3"
"12133","228778","6820408C15Rik"
"12134","11674","Aldoa"
"12135","67119","Ccdc159"
"12136","100416830","Zfp572"
"12137","18285","Odf1"
"12138","74632","4930428F12Rik"
"12139","93699","Pcdhgb1"
"12140","13013","Cst9"
"12141","73523","Pebp4"
"12142","21453","Tcof1"
"12143","19679","Pitpnm2"
"12144","22412","Wnt9b"
"12145","66260","Tmem54"
"12146","242620","Dmrta2"
"12147","100043072","A230070E04Rik"
"12148","269593","Luzp1"
"12149","231830","Micall2"
"12150","100502888","Gm19434"
"12151","195733","Grhl1"
"12152","64242","Ngb"
"12153","106459","BB163080"
"12154","213435","Mylk3"
"12155","11776","Ap3d1"
"12156","494519","Scgb2b20"
"12157","54150","Rdh7"
"12158","229228","Nudt6"
"12159","235050","Zfp810"
"12160","100137011","Gm12689"
"12161","67230","Zfp329"
"12162","66973","Mrps18b"
"12163","17223","Mcpt-ps1"
"12164","28253","Slco1b2"
"12165","217066","Elobl"
"12166","56551","Txn2"
"12167","14610","Gja10"
"12168","54420","Cldn8"
"12169","107587","Osr2"
"12170","56173","Cldn14"
"12171","13207","Ddx5"
"12172","74334","Ranbp10"
"12173","27047","Omd"
"12174","100036537","Gm11149"
"12175","227659","Slc2a6"
"12176","216560","Wdpcp"
"12177","71177","Ints13"
"12178","606496","Gsk3a"
"12179","18778","Pla2g1b"
"12180","12298","Cacnb4"
"12181","211936","Ccdc73"
"12182","78887","Sfi1"
"12183","235682","Zfp445"
"12184","71767","Tysnd1"
"12185","20690","Spam1"
"12186","68695","Hddc3"
"12187","17329","Cxcl9"
"12188","20310","Cxcl2"
"12189","12616","Cenpb"
"12190","14843","Gsx2"
"12191","212733","Bicdl2"
"12192","29857","Mapk12"
"12193","22144","Tuba3a"
"12194","70373","Gpatch2l"
"12195","77506","8030497O21Rik"
"12196","21355","Tap2"
"12197","80285","Parp9"
"12198","66691","Gapvd1"
"12199","102636217","Gm26806"
"12200","56529","Sec11a"
"12201","109241","Mbd5"
"12202","68675","Arb2a"
"12203","170657","Krtap19-1"
"12204","12160","Bmp5"
"12205","103356","AU022054"
"12206","14199","Fhl1"
"12207","20842","Stag1"
"12208","54633","Pqbp1"
"12209","22114","Tssk1"
"12210","56700","Glmp"
"12211","80898","Erap1"
"12212","71051","4933401L05Rik"
"12213","224405","Cyyr1"
"12214","382106","Fbxw24"
"12215","71420","5530400N10Rik"
"12216","19731","Rgl1"
"12217","105246086","Gm26744"
"12218","234388","Ccdc124"
"12219","11876","Artn"
"12220","69906","Slc25a32"
"12221","100040447","1700036A12Rik"
"12222","105426","AA517841"
"12223","218442","Serinc5"
"12224","320938","Tnpo3"
"12225","229488","Fhip1a"
"12226","100503622","Gm16630"
"12227","56392","Shoc2"
"12228","272411","B3gnt6"
"12229","19222","Ptgir"
"12230","102637001","4930529I22Rik"
"12231","84094","Plvap"
"12232","16184","Il2ra"
"12233","77393","9530006C21Rik"
"12234","229004","Gmeb2"
"12235","65019","Rpl23"
"12236","70997","Spef1"
"12237","100042178","Prdm16os"
"12238","18712","Pim1"
"12239","77286","Nkrf"
"12240","57436","Gabarapl1"
"12241","73540","1700100M05Rik"
"12242","270096","Mon1b"
"12243","94315","Prcc"
"12244","52225","D4Ertd103e"
"12245","352945","BC005685"
"12246","58250","Chst11"
"12247","140859","Nek8"
"12248","71738","Mamdc2"
"12249","14408","Gabrr1"
"12250","71038","4933401H06Rik"
"12251","28194","Apon"
"12252","52016","D19Ertd409e"
"12253","19743","Rhag"
"12254","19228","Pth1r"
"12255","67949","Nifk"
"12256","72324","Plxdc1"
"12257","230088","Atosb"
"12258","104416","Bap1"
"12259","16468","Jarid2"
"12260","235135","Tmem45b"
"12261","17898","Myl7"
"12262","22238","Ugt2b5"
"12263","114565","Zbtb21"
"12264","20277","Scnn1b"
"12265","68262","Agpat4"
"12266","108143","Taf9"
"12267","93836","Rnf111"
"12268","78919","Fndc8"
"12269","102632764","Gm30752"
"12270","68832","Ldah"
"12271","70061","Sdr9c7"
"12272","434439","BC048562"
"12273","69528","1700030J22Rik"
"12274","72697","2810043O03Rik"
"12275","211255","Kbtbd7"
"12276","224093","Fam43a"
"12277","260409","Cdc42ep3"
"12278","75437","Cfap97d1"
"12279","66501","1700029H14Rik"
"12280","319322","Sf3b2"
"12281","115489985","Gm12446"
"12282","228482","Arhgap11a"
"12283","70948","Wdr20rt"
"12284","67120","Ttc14"
"12285","16178","Il1r2"
"12286","17171","Mas1"
"12287","71289","4933436N17Rik"
"12288","68169","Ndnf"
"12289","230661","Tesk2"
"12290","67266","Dipk1a"
"12291","328660","Bex6"
"12292","240069","Morc2b"
"12293","320226","Ccdc171"
"12294","55949","Eef1b2"
"12295","15227","Foxf1"
"12296","27681","Snf8"
"12297","66060","Cystm1"
"12298","269344","Ell3"
"12299","106947","Slc39a3"
"12300","67791","6530411M01Rik"
"12301","117148","Necab2"
"12302","56463","Snd1"
"12303","75333","4930556A12Rik"
"12304","102639979","4933406J09Rik"
"12305","102635685","Gm32960"
"12306","241051","AA619741"
"12307","19821","Rnf2"
"12308","74891","4930439G18Rik"
"12309","12236","Bub1b"
"12310","232146","Eva1a"
"12311","16782","Lamc2"
"12312","104360","Isl2"
"12313","115488304","5830448L01Rik"
"12314","52004","Cdk2ap2"
"12315","243382","Ppm1k"
"12316","12961","Crybb2"
"12317","105243053","4930456A14Rik"
"12318","230779","Serinc2"
"12319","21750","Terf2"
"12320","69742","Tm2d2"
"12321","245666","Iqsec2"
"12322","227671","Gbgt1"
"12323","15247","Mfsd14a"
"12324","67302","Zc3h13"
"12325","64602","Ireb2"
"12326","66116","Nat8f1"
"12327","28120","D10Wsu159e"
"12328","244864","Layn"
"12329","114889","Vsx1"
"12330","102632597","Gm28523"
"12331","72053","Tmub2"
"12332","54607","Socs6"
"12333","15278","Tfb2m"
"12334","18671","Abcb1a"
"12335","74095","0610042E11Rik"
"12336","21767","Tex264"
"12337","107831","Adgrb1"
"12338","74691","Tdrd9"
"12339","52549","D13Ertd212e"
"12340","69871","Ppp1r35"
"12341","75471","1700009N14Rik"
"12342","624286","Cfhr3"
"12343","100274","AU015892"
"12344","17268","Meis1"
"12345","241066","Carf"
"12346","56460","Pkp3"
"12347","22018","Tpo"
"12348","101739","Psip1"
"12349","69591","Mdrl"
"12350","72662","Dis3"
"12351","19023","Ppef2"
"12352","68552","Smim14"
"12353","224840","Treml4"
"12354","30947","Adat1"
"12355","69397","1700019A02Rik"
"12356","13018","Ctcf"
"12357","170442","Bbox1"
"12358","13537","Dusp2"
"12359","102634243","Gm31875"
"12360","319849","Plxna4os1"
"12361","56422","Hbs1l"
"12362","622139","Clca4c-ps"
"12363","14526","Gcg"
"12364","230857","Ece1"
