"","ENTREZID","SYMBOL"
"5197","22025","Nr2c1"
"5198","71519","Cyp2u1"
"5199","73677","Psma8"
"5200","81910","Rrbp1"
"5201","22158","Tulp3"
"5202","73569","Vgll3"
"5203","67378","Bbs2"
"5204","238024","Fn3krp"
"5205","18776","Prl3b1"
"5206","208967","Thnsl1"
"5207","20186","Nr1h4"
"5208","102633929","Gm31633"
"5209","71561","8430437N05Rik"
"5210","215919","Rfpl4b"
"5211","73940","Hapln2"
"5212","227446","Relch"
"5213","19207","Ptch2"
"5214","231503","Tmem150c"
"5215","12955","Cryab"
"5216","57869","Adck2"
"5217","75870","Tcam1"
"5218","232236","Ccdc174"
"5219","320684","9630028H03Rik"
"5220","22152","Tubb3"
"5221","103232","Gm15122"
"5222","66756","Cfap97"
"5223","102636151","Gm33301"
"5224","21763","Tex2"
"5225","208922","Cpeb3"
"5226","22334","Vdac2"
"5227","241627","Wdr76"
"5228","14812","Grin2b"
"5229","78912","Sp2"
"5230","18811","Prl2c2"
"5231","73050","2900056L01Rik"
"5232","28088","Rtcb"
"5233","266781","Snx17"
"5234","56436","Adrm1"
"5235","66676","Tmed7"
"5236","270802","Kics2"
"5237","72626","2700078F05Rik"
"5238","67834","Idh3a"
"5239","21410","Hnf1b"
"5240","66734","Map1lc3a"
"5241","74482","Ifitm7"
"5242","68472","Tmem126b"
"5243","56079","Astn2"
"5244","434341","Nlrc5"
"5245","192197","Bcas3"
"5246","75541","Nat8f4"
"5247","74583","4833411I10Rik"
"5248","66775","Hacd4"
"5249","233870","Tufm"
"5250","13000","Csnk2a2"
"5251","210925","Ints9"
"5252","640627","Krtap20-21"
"5253","53885","Nphp1"
"5254","12759","Clu"
"5255","227683","Coq4"
"5256","79565","Mettl27"
"5257","16599","Klf3"
"5258","226098","Hectd2"
"5259","15442","Hpse"
"5260","103079","AA408251"
"5261","21803","Tgfb1"
"5262","11845","Arf6"
"5263","67405","Nts"
"5264","66808","9030624G23Rik"
"5265","14417","Gad2"
"5266","96999","C80425"
"5267","74476","4933439C10Rik"
"5268","54219","Cd320"
"5269","26554","Cul3"
"5270","77215","Krtap5-3"
"5271","23928","Lamc3"
"5272","15568","Elavl1"
"5273","77613","Prss36"
"5274","12061","Bdkrb1"
"5275","234839","Piezo1"
"5276","56726","Sh3bgrl"
"5277","226757","Wdr26"
"5278","67187","Zmynd19"
"5279","69444","Lyzl6"
"5280","211712","Pcdh9"
"5281","75761","Apol7a"
"5282","17127","Smad3"
"5283","73994","4930449C09Rik"
"5284","71664","Tmt1b"
"5285","11444","Chrnb2"
"5286","12751","Tpp1"
"5287","16834","Cog1"
"5288","18646","Prf1"
"5289","103677","Smg6"
"5290","64297","Gprc5b"
"5291","224170","Dzip3"
"5292","224912","Crb3"
"5293","319513","Pced1a"
"5294","55948","Sfn"
"5295","21331","T2"
"5296","73046","Glrx5"
"5297","18762","Prkcz"
"5298","78174","Cox7b2"
"5299","15202","Gml2"
"5300","75006","4930486A15Rik"
"5301","66251","Arfgap3"
"5302","77266","9430013L17Rik"
"5303","100503380","Snhg4"
"5304","68999","Anapc10"
"5305","235312","C1qtnf5"
"5306","237211","Fancb"
"5307","78688","Nol3"
"5308","15967","Ifna4"
"5309","19737","Rgs5"
"5310","71009","4933407I08Rik"
"5311","12977","Csf1"
"5312","15450","Lipc"
"5313","12740","Cldn4"
"5314","22247","Umps"
"5315","239102","Zfhx2"
"5316","67295","Rab3c"
"5317","11475","Acta2"
"5318","228151","Fads2b"
"5319","52211","D3Ertd246e"
"5320","72543","Mvb12b"
"5321","17540","Irag1"
"5322","319650","A430108G06Rik"
"5323","56526","Septin6"
"5324","117066","Cts3"
"5325","18716","Pip"
"5326","72640","Mex3a"
"5327","71147","Oxsm"
"5328","12443","Ccnd1"
"5329","66921","Prpf38b"
"5330","71371","Arid5b"
"5331","74610","Abcb8"
"5332","74134","Cyp2s1"
"5333","22601","Yap1"
"5334","78408","Fam131a"
"5335","54198","Snx3"
"5336","67039","Rbm25"
"5337","75712","Tmem14a"
"5338","71163","Zfp626"
"5339","330941","AI593442"
"5340","232341","Wnk1"
"5341","26556","Homer1"
"5342","212996","Galnt17"
"5343","106393","Srl"
"5344","100039186","Gm2087"
"5345","80290","Gpr146"
"5346","230654","Lrrc41"
"5347","18368","Or52z1"
"5348","16324","Inhbb"
"5349","545539","Gm15417"
"5350","69787","Anxa13"
"5351","75449","1700008N17Rik"
"5352","12894","Cpt1a"
"5353","331188","Zfp781b"
"5354","18313","Or10j5"
"5355","58185","Rsad2"
"5356","59290","Gpa33"
"5357","78653","Bola3"
"5358","13819","Epas1"
"5359","70617","Fam241a"
"5360","73412","Nme8"
"5361","239408","Tmem74"
"5362","27490","D0Kist5"
"5363","69968","2810404F17Rik"
"5364","71227","Daw1"
"5365","109226","A930002I21Rik"
"5366","64706","Scube1"
"5367","338366","Mia3"
"5368","13046","Celf1"
"5369","216131","Trappc10"
"5370","74044","Ttf2"
"5371","76080","Ttpal"
"5372","108161","Fam50b"
"5373","330122","Cxcl3"
"5374","100034675","Gm11335"
"5375","320962","B130040O20Rik"
"5376","20532","Slc3a1"
"5377","102634385","Gm31981"
"5378","14660","Gls"
"5379","20442","St3gal1"
"5380","234138","Tti2"
"5381","67222","Srfbp1"
"5382","192216","Tmem47"
"5383","66132","Prorp"
"5384","74036","4632409D06Rik"
"5385","77656","C430045I18Rik"
"5386","57357","Srd5a3"
"5387","108897","Aif1l"
"5388","80889","Tlnrd1"
"5389","234814","Mthfsd"
"5390","68511","Dcdc2c"
"5391","13617","Ednra"
"5392","77574","Tcaf1"
"5393","66606","Lrrc57"
"5394","102639232","Gm12688"
"5395","18616","Peg3"
"5396","100049163","Gm9777"
"5397","56878","Rbms1"
"5398","208718","Dis3l2"
"5399","12287","Cacna1b"
"5400","58246","Slc35b4"
"5401","243362","Stard13"
"5402","75107","4930509H03Rik"
"5403","14461","Gata2"
"5404","18247","Oaz2"
"5405","20856","Stc2"
"5406","68770","Phtf2"
"5407","17184","Matr3"
"5408","102635226","Gm32618"
"5409","67733","Itgb3bp"
"5410","22195","Ube2l3"
"5411","19664","Rbpj"
"5412","93742","Pard3"
"5413","114673","4930433N12Rik"
"5414","21853","Timeless"
"5415","71760","Etnppl"
"5416","84653","Hes7"
"5417","14337","Ftl2-ps"
"5418","16173","Il18"
"5419","70054","Ccdc89"
"5420","100039374","Gm2192"
"5421","20599","Smr3a"
"5422","69823","Fyttd1"
"5423","68703","Rere"
"5424","109075","Exosc4"
"5425","17885","Myh8"
"5426","101206","Tada3"
"5427","69454","Clic3"
"5428","16552","Kif12"
"5429","235320","Zbtb16"
"5430","78651","Lsm6"
"5431","102631730","4930512M02Rik"
"5432","107652","Uap1"
"5433","70701","Nipal1"
"5434","108096","Slco1a5"
"5435","226359","C1ql2"
"5436","192200","Wfdc12"
"5437","74562","Fer1l4"
"5438","67480","Cwc25"
"5439","30945","Rnf19a"
"5440","22592","Ercc5"
"5441","73795","4930405D01Rik"
"5442","192654","Pla2g15"
"5443","12364","Casp12"
"5444","27404","Abca8b"
"5445","108654","Fam210a"
"5446","64008","Aqp9"
"5447","17993","Ndufs4"
"5448","21835","Thrsp"
"5449","320959","A230048O21Rik"
"5450","102344","9430047G12Rik"
"5451","574519","Vax2os"
"5452","66526","Tceanc2"
"5453","57251","Or8b12i"
"5454","21461","Tcp10a"
"5455","77803","Shisal2b"
"5456","327744","E130307A14Rik"
"5457","214763","Cgas"
"5458","240888","Gpr161"
"5459","54648","Ccdc120"
"5460","12189","Brca1"
"5461","239273","Abcc4"
"5462","381305","Rc3h1"
"5463","666704","Samd1"
"5464","667281","H60b"
"5465","217194","Klhl11"
"5466","269881","Map3k10"
"5467","218440","Ankrd34b"
"5468","70593","Evx1os"
"5469","67473","Slc47a1"
"5470","77110","Gpbp1l1"
"5471","97571","C87882"
"5472","68082","Dusp19"
"5473","399616","A130078K24Rik"
"5474","171095","Il17rc"
"5475","140488","Igf2bp3"
"5476","72404","Wdr44"
"5477","73241","3110080O07Rik"
"5478","110895","Slc9a4"
"5479","16522","Kcnj6"
"5480","104110","Adcy4"
"5481","56739","Rec8"
"5482","102132","E230013L22Rik"
"5483","98388","Chst10"
"5484","235315","Rnf214"
"5485","212919","Kctd7"
"5486","244178","Ubqln3"
"5487","105244034","Gm33887"
"5488","117167","Steap4"
"5489","93687","Csnk1a1"
"5490","68048","Aen"
"5491","382034","Gse1"
"5492","233058","Zfp420"
"5493","78055","4930569F06Rik"
"5494","12491","Cd36"
"5495","100042577","Gm3912"
"5496","17532","Mras"
"5497","74051","Steap2"
"5498","59003","Maea"
"5499","11553","Adra2c"
"5500","70394","Kptn"
"5501","75216","Cep128"
"5502","208076","Pknox2"
"5503","19155","Npepps"
"5504","67125","Tspan31"
"5505","56809","Gmeb1"
"5506","56644","Clec7a"
"5507","17190","Mbd1"
"5508","19246","Ptpn1"
"5509","59079","Erbin"
"5510","14635","Galk1"
"5511","29812","Ndrg3"
"5512","66898","Baiap2l1"
"5513","68501","Nsmce2"
"5514","108699","Chn1"
"5515","18969","Pola2"
"5516","102098","Arhgef18"
"5517","330260","Pon2"
"5518","17178","Fxyd3"
"5519","14020","Evi5"
"5520","407831","Tmem204"
"5521","233836","Slc5a11"
"5522","269180","Inpp4a"
"5523","66289","Mptx1"
"5524","234366","Gatad2a"
"5525","56216","Stx1b"
"5526","13712","Elk1"
"5527","77203","9330159N22Rik"
"5528","212772","Arl14ep"
"5529","23955","Nek4"
"5530","52036","Ppp6r3"
"5531","217140","Scrn2"
"5532","77724","6030460B20Rik"
"5533","105244600","Gm40190"
"5534","76380","Cep112"
"5535","22351","Vill"
"5536","99371","Arfgef2"
"5537","68295","Aar2"
"5538","399600","7030407E18Rik"
"5539","107527","Il1rl2"
"5540","51867","D2Ertd210e"
"5541","27971","D8Wsu26e"
"5542","14569","Gdi2"
"5543","50786","Hs6st2"
"5544","241556","Tspan18"
"5545","84092","Usp8"
"5546","70966","4931415C17Rik"
"5547","72074","Anks4b"
"5548","73139","Cenpv"
"5549","68738","Acss1"
"5550","67123","Ubap1"
"5551","268878","Atp13a5"
"5552","77883","6030498E09Rik"
"5553","269630","5031425E22Rik"
"5554","68294","Mfsd10"
"5555","77289","9430034F23Rik"
"5556","72834","Cerox1"
"5557","105727","Slc38a1"
"5558","15248","Hic1"
"5559","78733","Troap"
"5560","77462","Tmem116"
"5561","67204","Eif2s2"
"5562","20301","Ccl27a"
"5563","16667","Krt17"
"5564","20944","Svs5"
"5565","22151","Tubb2a"
"5566","239337","Adamts12"
"5567","52189","D1Ertd228e"
"5568","666794","Rbm24"
"5569","12523","Cd84"
"5570","72813","2810454H06Rik"
"5571","51786","Cpsf2"
"5572","98059","C77973"
"5573","231214","Cc2d2a"
"5574","12554","Cdh13"
"5575","71361","Aifm2"
"5576","72495","2610206C17Rik"
"5577","22184","Zrsr2"
"5578","73827","Tmem198b"
"5579","51953","D19Ertd79e"
"5580","19046","Ppp1cb"
"5581","16081","Igk-V1"
"5582","68592","Syf2"
"5583","18854","Pml"
"5584","320965","4831440E17Rik"
"5585","11688","Alox8"
"5586","68777","Tmem53"
"5587","74663","Tex55"
"5588","22057","Tob1"
"5589","100503447","Gm19696"
"5590","18806","Pld2"
"5591","78473","Skap1"
"5592","78754","Galnt15"
"5593","211480","Kcnj14"
"5594","12055","Bcl7c"
"5595","230597","Zfyve9"
"5596","229675","Rsbn1"
"5597","11740","Slc25a5"
"5598","72193","Scaf11"
"5599","69035","Zdhhc3"
"5600","20250","Scd2"
"5601","319979","C820005J03Rik"
"5602","18682","Phkg1"
"5603","56717","Mtor"
"5604","330662","Dock1"
"5605","71795","Pitpnc1"
"5606","67075","Magt1"
"5607","232201","Arhgap25"
"5608","71955","Ist1"
"5609","52538","Acaa2"
"5610","192232","Hps4"
"5611","20431","Pmel"
"5612","320720","Fastkd1"
"5613","76399","Il31"
"5614","19290","Pura"
"5615","107650","Pi4kb"
"5616","20887","Sult1a1"
"5617","69524","Esam"
"5618","16875","Lhx8"
"5619","52123","Agpat5"
"5620","19354","Rac2"
"5621","12839","Col9a1"
"5622","52535","Mettl17"
"5623","75739","Mpp7"
"5624","237320","Aldh8a1"
"5625","57748","Jmy"
"5626","15024","H2-T10"
"5627","11535","Adm"
"5628","619548","Defb42"
"5629","52589","Ncald"
"5630","230700","Foxj3"
"5631","11303","Abca1"
"5632","53945","Slc40a1"
"5633","67074","Mon2"
"5634","14806","Grik2"
"5635","27279","Tnfrsf12a"
"5636","16450","Jag2"
"5637","76781","Mettl4"
"5638","74365","Lonrf3"
"5639","13193","Dcx"
"5640","18642","Pfkm"
"5641","102637966","Nckap5los"
"5642","71311","4933428L12Rik"
"5643","15400","Hoxa3"
"5644","103742","Mien1"
"5645","233979","Tpcn2"
"5646","20112","Rps6ka2"
"5647","71811","2610027H17Rik"
"5648","72845","2900024I21Rik"
"5649","73075","Ppil6"
"5650","68802","Mypn"
"5651","11686","Alox12b"
"5652","217340","Rnf157"
"5653","432582","Ccdc92b"
"5654","78217","Tmem210"
"5655","70521","5730420F10Rik"
"5656","18534","Pck1"
"5657","77400","9530006O14Rik"
"5658","30963","Hacd1"
"5659","21858","Timp2"
"5660","107980435","L1Md-A101"
"5661","17684","Cited2"
"5662","76646","Wdr38"
"5663","17235","Smcp"
"5664","228026","Pdk1"
"5665","105866","Krt72"
"5666","667141","Gm8479"
"5667","73242","Atat1"
"5668","28084","Vps25"
"5669","18010","Neu1"
"5670","73903","4833403J16Rik"
"5671","19144","Klk6"
"5672","69821","Mterf4"
"5673","27224","Eloa"
"5674","101926","AA407107"
"5675","50490","Nox4"
"5676","27421","Abcc6"
"5677","16168","Il15"
"5678","338362","Ust"
"5679","50797","Copb2"
"5680","64075","Smoc1"
"5681","16998","Ltbp3"
"5682","20657","Sod3"
"5683","102657","Cd276"
"5684","66712","Spesp1"
"5685","76630","Stambpl1"
"5686","70238","Rnf168"
"5687","51938","Ccdc39"
"5688","53330","Vamp4"
"5689","17191","Mbd2"
"5690","18805","Pld1"
"5691","76294","Asb5"
"5692","72982","Tmem138"
"5693","21892","Tll1"
"5694","22134","Tgoln1"
"5695","321015","5330439B14Rik"
"5696","237611","Stac3"
"5697","55927","Hes6"
"5698","14166","Fgf11"
"5699","246048","Chodl"
"5700","99440","BB045044"
"5701","668171","Zxda"
"5702","13631","Eef2k"
"5703","207212","Arhgef17"
"5704","19989","Rpl7"
"5705","107503","Atf5"
"5706","71307","1700018A04Rik"
"5707","20309","Cxcl15"
"5708","71099","Tssk4"
"5709","11773","Ap2m1"
"5710","277973","Slc9a5"
"5711","26446","Psmb3"
"5712","18013","Neurod2"
"5713","239555","Mief1"
"5714","107029","Me2"
"5715","71210","4933434C23Rik"
"5716","26458","Slc27a2"
"5717","214580","Pstk"
"5718","209032","Zc3hav1l"
"5719","75339","Mphosph8"
"5720","56442","Serinc1"
"5721","20334","Sec23a"
"5722","70691","3830403N18Rik"
"5723","51897","Atg13"
"5724","64707","Suv39h2"
"5725","71801","Plekhf2"
"5726","18949","Pnn"
"5727","114716","Spred2"
"5728","68038","Chid1"
"5729","67451","Pkp2"
"5730","229927","Clca3b"
"5731","75029","Purg"
"5732","66223","Mrpl35"
"5733","74843","Mss51"
"5734","97683","C76332"
"5735","233189","Ctu1"
"5736","56707","Zfp111"
"5737","76059","5830442K09Rik"
"5738","12155","Bmp15"
"5739","98965","AI448005"
"5740","27214","Dbf4"
"5741","12829","Col4a4"
"5742","60597","Mapk8ip2"
"5743","14726","Pdpn"
"5744","67245","Peli1"
"5745","66845","Mrpl33"
"5746","56309","Mycbp"
"5747","240216","E230025N22Rik"
"5748","13586","Ear1"
"5749","13070","Cyp11a1"
"5750","13871","Ercc2"
"5751","71820","Dync2i2"
"5752","14539","Opn1mw"
"5753","66786","Or2ag2b"
"5754","30933","Tor2a"
"5755","13012","Cst8"
"5756","22335","Vdac3"
"5757","320051","Exph5"
"5758","11877","Arvcf"
"5759","20344","Selp"
"5760","94090","Trim9"
"5761","75532","1700015C15Rik"
"5762","227157","Mpp4"
"5763","75185","Samt4"
"5764","99522","AA672641"
"5765","329584","Slc2a4rg-ps"
"5766","67622","Mxra7"
"5767","75533","Nme5"
"5768","13527","Dtna"
"5769","18563","Pcx"
"5770","100504166","4933421O10Rik"
"5771","100732","Mapre3"
"5772","68177","Ebpl"
"5773","17122","Mxd4"
"5774","22042","Tfrc"
"5775","229323","Gpr171"
"5776","74607","4833412K13Rik"
"5777","56374","Tmem59"
"5778","50505","Ercc4"
"5779","277396","Klhl23"
"5780","52673","Tcstv6a"
"5781","67926","Cby2"
"5782","75831","4930528G23Rik"
"5783","20211","Saa4"
"5784","109778","Blvra"
"5785","77116","Mtmr2"
"5786","79059","Nme3"
"5787","72699","Lime1"
"5788","97884","B3galnt2"
"5789","105244357","1810021M19Rik"
"5790","103710","Slc35e4"
"5791","170711","Otud7a"
"5792","14219","Ccn2"
"5793","320790","Chd7"
"5794","22337","Vdr"
"5795","20365","Serf1"
"5796","238564","Mylk4"
"5797","59027","Nampt"
"5798","69207","Srsf11"
"5799","15107","Hadh"
"5800","140741","Gpr6"
"5801","213819","Casd1"
"5802","74847","Meikin"
"5803","70611","Fbxo33"
"5804","225467","Pggt1b"
"5805","14345","Fut4"
"5806","51925","D2Ertd640e"
"5807","93681","Zkscan8"
"5808","17121","Mxd3"
"5809","67800","Dgat2"
"5810","19366","Rad54l"
"5811","20688","Sp4"
"5812","71724","Aox3"
"5813","71861","Zswim2"
"5814","110877","Slc18a1"
"5815","17932","Myt1"
"5816","53859","Map3k14"
"5817","330938","Dixdc1"
"5818","52398","Septin11"
"5819","225583","Minar2"
"5820","170719","Oxr1"
"5821","20307","Ccl8"
"5822","17865","Mybl2"
"5823","260297","Prrt1"
"5824","225160","Thoc1"
"5825","12373","Casq2"
"5826","11857","Arhgdib"
"5827","216565","Ehbp1"
"5828","100502723","Tsga8"
"5829","73162","Otud3"
"5830","227580","C1ql3"
"5831","74953","4930483K19Rik"
"5832","71907","Serpina9"
"5833","109349","Fam163b"
"5834","94040","Clmn"
"5835","207213","Tdpoz1"
"5836","72535","Aldh1b1"
"5837","17714","Grpel2"
"5838","17261","Mef2d"
"5839","64243","Gm26504"
"5840","22670","Trim26"
"5841","17025","Alad"
"5842","435350","Serpinb6e"
"5843","68285","C630043F03Rik"
"5844","11304","Abca4"
"5845","66201","Vta1"
"5846","20810","Srm"
"5847","71872","Aox4"
"5848","74988","4930480G23Rik"
"5849","76785","2410124H12Rik"
"5850","19672","Rcn1"
"5851","12322","Camk2a"
"5852","93677","Lmod2"
"5853","639769","Adh6-ps1"
"5854","69576","Smco1"
"5855","66763","Nt5el"
"5856","15958","Ifit2"
"5857","17975","Ncl"
"5858","15465","Hrh1"
"5859","17427","Mns1"
"5860","14729","Gp5"
"5861","67606","Fibin"
"5862","78092","Samt1"
"5863","22682","Zfand5"
"5864","113002583","Shld3"
"5865","100503802","Gm10419"
"5866","77030","4833428M15Rik"
"5867","52545","D12Ertd216e"
"5868","105246959","Gm42151"
"5869","22717","Zfp59"
"5870","244334","Defb8"
"5871","223631","Ly6g2"
"5872","271981","Tbck"
"5873","381353","Ajm1"
"5874","69228","Zfp746"
"5875","217666","L2hgdh"
"5876","214552","Cep164"
"5877","19130","Prox1"
"5878","24068","Sra1"
"5879","67345","Herc4"
"5880","74123","Foxp4"
"5881","68441","Rraga"
"5882","71770","Ap2b1"
"5883","20637","Snrnp70"
"5884","12841","Col9a3"
"5885","105377","Slf1"
"5886","112407","Egln3"
"5887","545554","Ankrd34a"
"5888","52588","Tspan14"
"5889","18146","Npdc1"
"5890","69089","Oxa1l"
"5891","213990","Agap3"
"5892","106369","Ypel1"
"5893","407786","Taf9b"
"5894","15925","Ide"
"5895","56045","Samhd1"
"5896","432855","Zfhx2os"
"5897","20238","Atxn1"
"5898","22778","Ikzf1"
"5899","71521","Pds5a"
"5900","13841","Epha7"
"5901","319603","A730009E18Rik"
"5902","57262","Retnla"
"5903","244179","Ubqlnl"
"5904","214106","4933430I17Rik"
"5905","70356","St13"
"5906","75886","Gstt4"
"5907","20148","Dhrs3"
"5908","17063","Muc13"
"5909","69183","C1qtnf2"
"5910","320163","4930525G20Rik"
"5911","18174","Slc11a2"
"5912","77739","Adamtsl1"
"5913","66610","Abi3"
"5914","68127","B230217C12Rik"
"5915","17364","Trpm1"
"5916","67194","2700038G22Rik"
"5917","53357","Pla2g6"
"5918","83921","Cemip2"
"5919","16653","Kras"
"5920","319740","Zfyve27"
"5921","64435","Fcamr"
"5922","100504404","H2-Ea"
"5923","76113","Lpo"
"5924","54604","Pcnx1"
"5925","19272","Ptprk"
"5926","100559","Ugt2b38"
"5927","268281","Shprh"
"5928","319953","Ttll1"
"5929","69227","Selenot"
"5930","72590","Ppme1"
"5931","73379","Dcbld2"
"5932","319554","Idi1"
"5933","235582","Glyctk"
"5934","26428","Orc4"
"5935","93806","Serpinb9g"
"5936","17872","Ppp1r15a"
"5937","17128","Smad4"
"5938","11891","Rab27a"
"5939","13929","Amz2"
"5940","67252","Cap2"
"5941","330450","Far2"
"5942","97361","C77717"
"5943","243328","Slc29a4"
"5944","15530","Hspg2"
"5945","113857","Vmn1r41"
"5946","57750","Wdr12"
"5947","226610","Fam78b"
"5948","67865","Rgs10"
"5949","229613","6330549D23Rik"
"5950","84035","Kremen1"
"5951","15398","Hoxa13"
"5952","72379","2210409O19Rik"
"5953","14368","Fzd6"
"5954","52469","Coa3"
"5955","15216","Hfe"
"5956","14719","Got2"
"5957","110196","Fdps"
"5958","59030","Mkks"
"5959","58887","Repin1"
"5960","75778","Them4"
"5961","67790","Rab39b"
"5962","319552","Spx"
"5963","16670","Krt32"
"5964","70252","Jpx"
"5965","71349","5430427M07Rik"
"5966","69642","Mlip"
"5967","22234","Ugcg"
"5968","52190","D3Ertd258e"
"5969","74408","4933414I15Rik"
"5970","70125","2210016H18Rik"
"5971","16010","Igfbp4"
"5972","13709","Elf1"
"5973","67976","Trabd"
"5974","170624","Dep1"
"5975","71507","8430437B07Rik"
"5976","20911","Stxbp2"
"5977","68797","Pdgfrl"
"5978","319999","9330169B04Rik"
"5979","26378","Decr2"
"5980","27784","Commd8"
"5981","103841","Cuedc1"
"5982","105242581","BC028471"
"5983","12995","Csnk2a1"
"5984","71237","4933435G04Rik"
"5985","13660","Ehd1"
"5986","17433","Mobp"
"5987","73334","1700040F17Rik"
"5988","380702","Shisa6"
"5989","672511","Rnf213"
"5990","13142","Dao"
"5991","18526","Pcdh10"
"5992","102685","AU023386"
"5993","414127","G630055G22Rik"
"5994","21804","Tgfb1i1"
"5995","100039706","Gm2381"
"5996","269585","Zscan20"
"5997","116939","Pnpla3"
"5998","74661","Pard3bos1"
"5999","76719","Kansl1"
"6000","16183","Il2"
"6001","77045","Bcl7a"
"6002","19336","Rab24"
"6003","240239","Gpr151"
"6004","72045","Mfsd4b2"
"6005","69288","Rhobtb1"
"6006","75835","Vmn2r-ps54"
"6007","77087","Ankrd11"
"6008","69752","Zfp511"
"6009","100534641","Gm13856"
"6010","66624","Spcs2"
"6011","69498","2310007H11Rik"
"6012","63954","Rbp7"
"6013","267019","Rps15a"
"6014","67412","Mtcl3"
"6015","70417","Megf10"
"6016","100302730","5830417I10Rik"
"6017","56711","Plag1"
"6018","71375","Foxn3"
"6019","242691","Gpatch3"
"6020","66500","Slc30a7"
"6021","68024","H2bc4"
"6022","100042165","Thoc2l"
"6023","103569","AA414993"
"6024","72826","Fam76b"
"6025","22146","Tuba1c"
"6026","68625","Cfap57"
"6027","74712","4930511A02Rik"
"6028","99889","Arfip1"
"6029","67672","0610040B10Rik"
"6030","26377","Dapp1"
"6031","320150","Zdhhc17"
"6032","73713","Rbm20"
"6033","237310","Il22ra2"
"6034","208104","Mlxip"
"6035","14236","Foxn2"
"6036","105442","B130052P14Rik"
"6037","19419","Rasgrp1"
"6038","15235","Mst1"
"6039","16818","Lck"
"6040","94112","Med15"
"6041","26397","Map2k3"
"6042","50877","Neu3"
"6043","208777","Sned1"
"6044","23961","Oas1b"
"6045","269209","Stk36"
"6046","68833","Pdcl3"
"6047","70385","Spdl1"
"6048","234076","Tmco3"
"6049","72822","2810455O05Rik"
"6050","56421","Pfkp"
"6051","100502928","9430032J07Rik"
"6052","74243","Slx4ip"
"6053","13098","Cyp2c39"
"6054","56746","Tex101"
"6055","68090","Yif1a"
"6056","65103","Arl6ip6"
"6057","232566","Amn1"
"6058","100036521","Umad1"
"6059","70620","Ube2v2"
"6060","73423","1700058M13Rik"
"6061","67592","4930524B15Rik"
"6062","243083","Tmprss11f"
"6063","17391","Mmp24"
"6064","110829","Lims1"
"6065","68386","0610039K10Rik"
"6066","233280","Nipa1"
"6067","105244793","9030607J07Rik"
"6068","76585","Lce1i"
"6069","224650","Anks1"
"6070","57764","Ntn4"
"6071","19128","Pros1"
"6072","70846","Ttc6"
"6073","21823","Th"
"6074","66313","Smurf2"
"6075","17132","Maf"
"6076","226823","Kctd3"
"6077","54403","Slc4a4"
"6078","56405","Dusp14"
"6079","17698","Msn"
"6080","77330","C030011G24Rik"
"6081","215113","Slc43a2"
"6082","320538","Ubn2"
"6083","52194","D5Ertd102e"
"6084","545428","Ccdc141"
"6085","18676","Phf2"
"6086","64059","Oxct2a"
"6087","17996","Neb"
"6088","434377","Zfp560"
"6089","16180","Il1rap"
"6090","72961","Slc17a7"
"6091","19876","Robo1"
"6092","73094","Sgip1"
"6093","66402","Sln"
"6094","83431","Ndel1"
"6095","12581","Cdkn2d"
"6096","104806","Fancm"
"6097","15436","Hoxd4"
"6098","71140","4933413I22Rik"
"6099","14467","Nipsnap2"
"6100","14708","Gng7"
"6101","16211","Kpnb1"
"6102","65112","Pmepa1"
"6103","238055","Apob"
"6104","80515","Rnf227"
"6105","234683","Elmo3"
"6106","56193","Plek"
"6107","83410","Cstf2t"
"6108","68273","Pomgnt1"
"6109","224111","Ubxn7"
"6110","22209","Ube2a"
"6111","11973","Atp6v1e1"
"6112","320862","A730054J21Rik"
"6113","54562","Dnaaf11"
"6114","97266","C87115"
"6115","212307","Mapre2"
"6116","72355","Cdpf1"
"6117","106021","Topors"
"6118","106707","Rpusd1"
"6119","16402","Itga5"
"6120","229595","Adamtsl4"
"6121","13143","Dapk2"
"6122","102650","AU014965"
"6123","381823","Apold1"
"6124","101613","Nlrp6"
"6125","52714","D16Ertd778e"
"6126","74748","Slamf8"
"6127","27372","Prl3c1"
"6128","20479","Vps4b"
"6129","56233","Hdac7"
"6130","73102","Slc22a23"
"6131","70435","Inf2"
"6132","69260","Ing2"
"6133","13506","Dsc2"
"6134","22099","Tsn"
"6135","18004","Nek1"
"6136","232664","Ccdc136"
"6137","16601","Klf9"
"6138","75422","Mettl5"
"6139","69606","Mtfmt"
"6140","109077","Ints5"
"6141","230648","Efcab14"
"6142","17527","Mpv17"
"6143","72157","Pgm1"
"6144","13508","Dscam"
"6145","78335","2810030D12Rik"
"6146","15405","Hoxa9"
"6147","12858","Cox5a"
"6148","72460","2610011E03Rik"
"6149","16332","Inppl1"
"6150","67278","Pagr1a"
"6151","100043468","Zfp955b"
"6152","21664","Phlda1"
"6153","67742","Samsn1"
"6154","19224","Ptgs1"
"6155","11504","Adamts1"
"6156","246694","Hps5"
"6157","57757","Pglyrp2"
"6158","78266","Zfp687"
"6159","93873","Pcdhb2"
"6160","21337","Tacr2"
"6161","66368","Rtca"
"6162","56016","Hebp2"
"6163","619312","G730013B05Rik"
"6164","74364","4931431C16Rik"
"6165","18752","Prkcg"
"6166","74291","1700092E16Rik"
"6167","21749","Terf1"
"6168","14178","Fgf7"
"6169","110279","Bcr"
"6170","106762","AW047481"
"6171","80720","Pbx4"
"6172","227632","Kcnt1"
